phase,call,module_name,us
decode,9,model.layers.21.self_attn.k_rope,173.125
decode,9,model.layers.21.self_attn.qk_matmul,363.386
decode,9,model.layers.21.self_attn.mask,145.625
decode,9,model.layers.21.self_attn.softmax,144.063
decode,9,model.layers.21.self_attn.av_matmul,402.812
decode,9,model.layers.21.self_attn.o_proj,423.021
decode,9,model.layers.21.self_attn,4168.02
decode,9,model.layers.21.post_attention_layernorm,153.385
decode,9,model.layers.21.mlp.gate_proj,963.385
decode,9,model.layers.21.mlp.act,175
decode,9,model.layers.21.mlp.up_proj,911.25
decode,9,model.layers.21.mlp.down_proj,895
decode,9,model.layers.21.mlp,3002.66
decode,9,model.layers.21,7684.84
decode,9,model.layers.22.input_layernorm,189.688
decode,9,model.layers.22.self_attn.q_proj,405.365
decode,9,model.layers.22.self_attn.k_proj,272.709
decode,9,model.layers.22.self_attn.v_proj,314.323
decode,9,model.layers.22.self_attn.q_norm,145.469
decode,9,model.layers.22.self_attn.k_norm,175.521
decode,9,model.layers.22.self_attn.q_rope,147.032
decode,9,model.layers.22.self_attn.k_rope,127.656
decode,9,model.layers.22.self_attn.qk_matmul,346.198
decode,9,model.layers.22.self_attn.mask,121.563
decode,9,model.layers.22.self_attn.softmax,162.969
decode,9,model.layers.22.self_attn.av_matmul,465
decode,9,model.layers.22.self_attn.o_proj,402.604
decode,9,model.layers.22.self_attn,4145.16
decode,9,model.layers.22.post_attention_layernorm,164.843
decode,9,model.layers.22.mlp.gate_proj,927.031
decode,9,model.layers.22.mlp.act,143.385
decode,9,model.layers.22.mlp.up_proj,910.313
decode,9,model.layers.22.mlp.down_proj,880.573
decode,9,model.layers.22.mlp,2932.34
decode,9,model.layers.22,7661.3
decode,9,model.layers.23.input_layernorm,239.791
decode,9,model.layers.23.self_attn.q_proj,405.781
decode,9,model.layers.23.self_attn.k_proj,281.406
decode,9,model.layers.23.self_attn.v_proj,306.667
decode,9,model.layers.23.self_attn.q_norm,149.687
decode,9,model.layers.23.self_attn.k_norm,143.697
decode,9,model.layers.23.self_attn.q_rope,184.271
decode,9,model.layers.23.self_attn.k_rope,160.156
decode,9,model.layers.23.self_attn.qk_matmul,386.406
decode,9,model.layers.23.self_attn.mask,164.687
decode,9,model.layers.23.self_attn.softmax,130.521
decode,9,model.layers.23.self_attn.av_matmul,431.041
decode,9,model.layers.23.self_attn.o_proj,420.26
decode,9,model.layers.23.self_attn,4429.27
decode,9,model.layers.23.post_attention_layernorm,178.802
decode,9,model.layers.23.mlp.gate_proj,923.75
decode,9,model.layers.23.mlp.act,181.563
decode,9,model.layers.23.mlp.up_proj,943.75
decode,9,model.layers.23.mlp.down_proj,887.396
decode,9,model.layers.23.mlp,3010
decode,9,model.layers.23,8070.68
decode,9,model.layers.24.input_layernorm,185.938
decode,9,model.layers.24.self_attn.q_proj,413.959
decode,9,model.layers.24.self_attn.k_proj,303.437
decode,9,model.layers.24.self_attn.v_proj,317.917
decode,9,model.layers.24.self_attn.q_norm,188.021
decode,9,model.layers.24.self_attn.k_norm,140
decode,9,model.layers.24.self_attn.q_rope,158.281
decode,9,model.layers.24.self_attn.k_rope,148.906
decode,9,model.layers.24.self_attn.qk_matmul,386.459
decode,9,model.layers.24.self_attn.mask,155.937
decode,9,model.layers.24.self_attn.softmax,182.447
decode,9,model.layers.24.self_attn.av_matmul,417.031
decode,9,model.layers.24.self_attn.o_proj,427.344
decode,9,model.layers.24.self_attn,4578.91
decode,9,model.layers.24.post_attention_layernorm,151.563
decode,9,model.layers.24.mlp.gate_proj,953.594
decode,9,model.layers.24.mlp.act,155.625
decode,9,model.layers.24.mlp.up_proj,966.615
decode,9,model.layers.24.mlp.down_proj,891.406
decode,9,model.layers.24.mlp,3038.07
decode,9,model.layers.24,8182.86
decode,9,model.layers.25.input_layernorm,164.896
decode,9,model.layers.25.self_attn.q_proj,415.104
decode,9,model.layers.25.self_attn.k_proj,279.948
decode,9,model.layers.25.self_attn.v_proj,328.802
decode,9,model.layers.25.self_attn.q_norm,145.625
decode,9,model.layers.25.self_attn.k_norm,180.469
decode,9,model.layers.25.self_attn.q_rope,177.656
decode,9,model.layers.25.self_attn.k_rope,188.438
decode,9,model.layers.25.self_attn.qk_matmul,374.688
decode,9,model.layers.25.self_attn.mask,155.521
decode,9,model.layers.25.self_attn.softmax,163.906
decode,9,model.layers.25.self_attn.av_matmul,403.594
decode,9,model.layers.25.self_attn.o_proj,414.688
decode,9,model.layers.25.self_attn,4559.17
decode,9,model.layers.25.post_attention_layernorm,137.448
decode,9,model.layers.25.mlp.gate_proj,920.938
decode,9,model.layers.25.mlp.act,164.271
decode,9,model.layers.25.mlp.up_proj,967.813
decode,9,model.layers.25.mlp.down_proj,910.417
decode,9,model.layers.25.mlp,3006.09
decode,9,model.layers.25,8119.69
decode,9,model.layers.26.input_layernorm,142.76
decode,9,model.layers.26.self_attn.q_proj,423.854
decode,9,model.layers.26.self_attn.k_proj,330.208
decode,9,model.layers.26.self_attn.v_proj,283.073
decode,9,model.layers.26.self_attn.q_norm,170.625
decode,9,model.layers.26.self_attn.k_norm,129.74
decode,9,model.layers.26.self_attn.q_rope,155.417
decode,9,model.layers.26.self_attn.k_rope,131.406
decode,9,model.layers.26.self_attn.qk_matmul,379.375
decode,9,model.layers.26.self_attn.mask,154.844
decode,9,model.layers.26.self_attn.softmax,178.594
decode,9,model.layers.26.self_attn.av_matmul,421.563
decode,9,model.layers.26.self_attn.o_proj,409.427
decode,9,model.layers.26.self_attn,4481.56
decode,9,model.layers.26.post_attention_layernorm,167.292
decode,9,model.layers.26.mlp.gate_proj,921.562
decode,9,model.layers.26.mlp.act,170.625
decode,9,model.layers.26.mlp.up_proj,1014.74
decode,9,model.layers.26.mlp.down_proj,894.532
decode,9,model.layers.26.mlp,3035.62
decode,9,model.layers.26,8088.75
decode,9,model.layers.27.input_layernorm,155.156
decode,9,model.layers.27.self_attn.q_proj,438.75
decode,9,model.layers.27.self_attn.k_proj,278.907
decode,9,model.layers.27.self_attn.v_proj,303.541
decode,9,model.layers.27.self_attn.q_norm,193.802
decode,9,model.layers.27.self_attn.k_norm,156.719
decode,9,model.layers.27.self_attn.q_rope,170.104
decode,9,model.layers.27.self_attn.k_rope,194.218
decode,9,model.layers.27.self_attn.qk_matmul,384.219
decode,9,model.layers.27.self_attn.mask,188.75
decode,9,model.layers.27.self_attn.softmax,205.625
decode,9,model.layers.27.self_attn.av_matmul,404.584
decode,9,model.layers.27.self_attn.o_proj,441.615
decode,9,model.layers.27.self_attn,4622.5
decode,9,model.layers.27.post_attention_layernorm,156.823
decode,9,model.layers.27.mlp.gate_proj,967.083
decode,9,model.layers.27.mlp.act,148.802
decode,9,model.layers.27.mlp.up_proj,909.636
decode,9,model.layers.27.mlp.down_proj,914.219
decode,9,model.layers.27.mlp,3013.12
decode,9,model.layers.27,8159.69
decode,9,model.norm,145.104
decode,9,model,218449
decode,9,lm_head_out,86069
decode,9,model.embed_tokens,17.812
decode,10,model.layers.0.input_layernorm,5955.68
decode,10,model.layers.0.self_attn.q_proj,375.781
decode,10,model.layers.0.self_attn.k_proj,265.781
decode,10,model.layers.0.self_attn.v_proj,261.719
decode,10,model.layers.0.self_attn.q_norm,129.635
decode,10,model.layers.0.self_attn.k_norm,103.907
decode,10,model.layers.0.self_attn.q_rope,152.969
decode,10,model.layers.0.self_attn.k_rope,106.979
decode,10,model.layers.0.self_attn.qk_matmul,344.532
decode,10,model.layers.0.self_attn.mask,142.552
decode,10,model.layers.0.self_attn.softmax,127.552
decode,10,model.layers.0.self_attn.av_matmul,381.979
decode,10,model.layers.0.self_attn.o_proj,375.781
decode,10,model.layers.0.self_attn,3466.61
decode,10,model.layers.0.post_attention_layernorm,134.063
decode,10,model.layers.0.mlp.gate_proj,864.844
decode,10,model.layers.0.mlp.act,131.094
decode,10,model.layers.0.mlp.up_proj,868.75
decode,10,model.layers.0.mlp.down_proj,830
decode,10,model.layers.0.mlp,2733.75
decode,10,model.layers.0,12441.4
decode,10,model.layers.1.input_layernorm,132.188
decode,10,model.layers.1.self_attn.q_proj,374.115
decode,10,model.layers.1.self_attn.k_proj,261.51
decode,10,model.layers.1.self_attn.v_proj,258.75
decode,10,model.layers.1.self_attn.q_norm,120.416
decode,10,model.layers.1.self_attn.k_norm,110.053
decode,10,model.layers.1.self_attn.q_rope,132.031
decode,10,model.layers.1.self_attn.k_rope,147.656
decode,10,model.layers.1.self_attn.qk_matmul,350.572
decode,10,model.layers.1.self_attn.mask,109.062
decode,10,model.layers.1.self_attn.softmax,161.406
decode,10,model.layers.1.self_attn.av_matmul,369.219
decode,10,model.layers.1.self_attn.o_proj,354.375
decode,10,model.layers.1.self_attn,3508.75
decode,10,model.layers.1.post_attention_layernorm,128.177
decode,10,model.layers.1.mlp.gate_proj,887.344
decode,10,model.layers.1.mlp.act,131.146
decode,10,model.layers.1.mlp.up_proj,875.833
decode,10,model.layers.1.mlp.down_proj,798.021
decode,10,model.layers.1.mlp,2712.03
decode,10,model.layers.1,6618.12
decode,10,model.layers.2.input_layernorm,133.489
decode,10,model.layers.2.self_attn.q_proj,365.938
decode,10,model.layers.2.self_attn.k_proj,242.344
decode,10,model.layers.2.self_attn.v_proj,232.604
decode,10,model.layers.2.self_attn.q_norm,110.416
decode,10,model.layers.2.self_attn.k_norm,130.937
decode,10,model.layers.2.self_attn.q_rope,147.031
decode,10,model.layers.2.self_attn.k_rope,132.5
decode,10,model.layers.2.self_attn.qk_matmul,340.573
decode,10,model.layers.2.self_attn.mask,142.135
decode,10,model.layers.2.self_attn.softmax,113.803
decode,10,model.layers.2.self_attn.av_matmul,398.437
decode,10,model.layers.2.self_attn.o_proj,376.875
decode,10,model.layers.2.self_attn,3595.68
decode,10,model.layers.2.post_attention_layernorm,122.291
decode,10,model.layers.2.mlp.gate_proj,878.906
decode,10,model.layers.2.mlp.act,99.218
decode,10,model.layers.2.mlp.up_proj,840.416
decode,10,model.layers.2.mlp.down_proj,785.26
decode,10,model.layers.2.mlp,2643.91
decode,10,model.layers.2,6632.76
decode,10,model.layers.3.input_layernorm,132.656
decode,10,model.layers.3.self_attn.q_proj,349.219
decode,10,model.layers.3.self_attn.k_proj,247.969
decode,10,model.layers.3.self_attn.v_proj,221.667
decode,10,model.layers.3.self_attn.q_norm,127.969
decode,10,model.layers.3.self_attn.k_norm,110.365
decode,10,model.layers.3.self_attn.q_rope,140.937
decode,10,model.layers.3.self_attn.k_rope,129.635
decode,10,model.layers.3.self_attn.qk_matmul,356.563
decode,10,model.layers.3.self_attn.mask,122.656
decode,10,model.layers.3.self_attn.softmax,116.041
decode,10,model.layers.3.self_attn.av_matmul,381.406
decode,10,model.layers.3.self_attn.o_proj,356.302
decode,10,model.layers.3.self_attn,3474.64
decode,10,model.layers.3.post_attention_layernorm,112.813
decode,10,model.layers.3.mlp.gate_proj,870.469
decode,10,model.layers.3.mlp.act,125.521
decode,10,model.layers.3.mlp.up_proj,857.656
decode,10,model.layers.3.mlp.down_proj,824.427
decode,10,model.layers.3.mlp,2702.5
decode,10,model.layers.3,6612.97
decode,10,model.layers.4.input_layernorm,143.437
decode,10,model.layers.4.self_attn.q_proj,370
decode,10,model.layers.4.self_attn.k_proj,231.667
decode,10,model.layers.4.self_attn.v_proj,250.157
decode,10,model.layers.4.self_attn.q_norm,136.146
decode,10,model.layers.4.self_attn.k_norm,127.344
decode,10,model.layers.4.self_attn.q_rope,146.822
decode,10,model.layers.4.self_attn.k_rope,132.083
decode,10,model.layers.4.self_attn.qk_matmul,359.063
decode,10,model.layers.4.self_attn.mask,136.146
decode,10,model.layers.4.self_attn.softmax,125.677
decode,10,model.layers.4.self_attn.av_matmul,367.343
decode,10,model.layers.4.self_attn.o_proj,382.344
decode,10,model.layers.4.self_attn,3687.4
decode,10,model.layers.4.post_attention_layernorm,135.417
decode,10,model.layers.4.mlp.gate_proj,867.76
decode,10,model.layers.4.mlp.act,125.209
decode,10,model.layers.4.mlp.up_proj,862.969
decode,10,model.layers.4.mlp.down_proj,798.438
decode,10,model.layers.4.mlp,2699.38
decode,10,model.layers.4,6826.25
decode,10,model.layers.5.input_layernorm,156.875
decode,10,model.layers.5.self_attn.q_proj,364.584
decode,10,model.layers.5.self_attn.k_proj,266.719
decode,10,model.layers.5.self_attn.v_proj,250.625
decode,10,model.layers.5.self_attn.q_norm,150.729
decode,10,model.layers.5.self_attn.k_norm,113.281
decode,10,model.layers.5.self_attn.q_rope,154.166
decode,10,model.layers.5.self_attn.k_rope,113.385
decode,10,model.layers.5.self_attn.qk_matmul,343.438
decode,10,model.layers.5.self_attn.mask,126.51
decode,10,model.layers.5.self_attn.softmax,155.677
decode,10,model.layers.5.self_attn.av_matmul,387.396
decode,10,model.layers.5.self_attn.o_proj,370.261
decode,10,model.layers.5.self_attn,3721.61
decode,10,model.layers.5.post_attention_layernorm,129.844
decode,10,model.layers.5.mlp.gate_proj,858.438
decode,10,model.layers.5.mlp.act,134.584
decode,10,model.layers.5.mlp.up_proj,897.969
decode,10,model.layers.5.mlp.down_proj,832.761
decode,10,model.layers.5.mlp,2758.8
decode,10,model.layers.5,6947.92
decode,10,model.layers.6.input_layernorm,147.343
decode,10,model.layers.6.self_attn.q_proj,387.812
decode,10,model.layers.6.self_attn.k_proj,256.511
decode,10,model.layers.6.self_attn.v_proj,276.042
decode,10,model.layers.6.self_attn.q_norm,118.959
decode,10,model.layers.6.self_attn.k_norm,144.532
decode,10,model.layers.6.self_attn.q_rope,133.072
decode,10,model.layers.6.self_attn.k_rope,144.479
decode,10,model.layers.6.self_attn.qk_matmul,358.854
decode,10,model.layers.6.self_attn.mask,121.719
decode,10,model.layers.6.self_attn.softmax,151.979
decode,10,model.layers.6.self_attn.av_matmul,383.49
decode,10,model.layers.6.self_attn.o_proj,391.875
decode,10,model.layers.6.self_attn,3791.41
decode,10,model.layers.6.post_attention_layernorm,121.458
decode,10,model.layers.6.mlp.gate_proj,885.157
decode,10,model.layers.6.mlp.act,137.344
decode,10,model.layers.6.mlp.up_proj,867.812
decode,10,model.layers.6.mlp.down_proj,814.115
decode,10,model.layers.6.mlp,2738.59
decode,10,model.layers.6,6997.19
decode,10,model.layers.7.input_layernorm,155.937
decode,10,model.layers.7.self_attn.q_proj,401.459
decode,10,model.layers.7.self_attn.k_proj,240.156
decode,10,model.layers.7.self_attn.v_proj,264.167
decode,10,model.layers.7.self_attn.q_norm,159.166
decode,10,model.layers.7.self_attn.k_norm,139.01
decode,10,model.layers.7.self_attn.q_rope,135.416
decode,10,model.layers.7.self_attn.k_rope,127.604
decode,10,model.layers.7.self_attn.qk_matmul,357.135
decode,10,model.layers.7.self_attn.mask,127.031
decode,10,model.layers.7.self_attn.softmax,132.656
decode,10,model.layers.7.self_attn.av_matmul,380.625
decode,10,model.layers.7.self_attn.o_proj,370.885
decode,10,model.layers.7.self_attn,3764.64
decode,10,model.layers.7.post_attention_layernorm,115.729
decode,10,model.layers.7.mlp.gate_proj,852.031
decode,10,model.layers.7.mlp.act,137.031
decode,10,model.layers.7.mlp.up_proj,854.531
decode,10,model.layers.7.mlp.down_proj,806.25
decode,10,model.layers.7.mlp,2672.92
decode,10,model.layers.7,6919.17
decode,10,model.layers.8.input_layernorm,130.572
decode,10,model.layers.8.self_attn.q_proj,404.687
decode,10,model.layers.8.self_attn.k_proj,279.271
decode,10,model.layers.8.self_attn.v_proj,298.959
decode,10,model.layers.8.self_attn.q_norm,151.406
decode,10,model.layers.8.self_attn.k_norm,162.709
decode,10,model.layers.8.self_attn.q_rope,147.813
decode,10,model.layers.8.self_attn.k_rope,162.916
decode,10,model.layers.8.self_attn.qk_matmul,345.938
decode,10,model.layers.8.self_attn.mask,153.49
decode,10,model.layers.8.self_attn.softmax,149.063
decode,10,model.layers.8.self_attn.av_matmul,403.698
decode,10,model.layers.8.self_attn.o_proj,374.219
decode,10,model.layers.8.self_attn,4065.31
decode,10,model.layers.8.post_attention_layernorm,131.51
decode,10,model.layers.8.mlp.gate_proj,895.312
decode,10,model.layers.8.mlp.act,132.813
decode,10,model.layers.8.mlp.up_proj,907.344
decode,10,model.layers.8.mlp.down_proj,818.906
decode,10,model.layers.8.mlp,2779.53
decode,10,model.layers.8,7302.81
decode,10,model.layers.9.input_layernorm,143.593
decode,10,model.layers.9.self_attn.q_proj,370.781
decode,10,model.layers.9.self_attn.k_proj,275.989
decode,10,model.layers.9.self_attn.v_proj,247.969
decode,10,model.layers.9.self_attn.q_norm,176.406
decode,10,model.layers.9.self_attn.k_norm,132.24
decode,10,model.layers.9.self_attn.q_rope,181.093
decode,10,model.layers.9.self_attn.k_rope,133.75
decode,10,model.layers.9.self_attn.qk_matmul,366.719
decode,10,model.layers.9.self_attn.mask,122.448
decode,10,model.layers.9.self_attn.softmax,136.614
decode,10,model.layers.9.self_attn.av_matmul,384.948
decode,10,model.layers.9.self_attn.o_proj,373.437
decode,10,model.layers.9.self_attn,3946.56
decode,10,model.layers.9.post_attention_layernorm,127.031
decode,10,model.layers.9.mlp.gate_proj,886.042
decode,10,model.layers.9.mlp.act,115.781
decode,10,model.layers.9.mlp.up_proj,870.157
decode,10,model.layers.9.mlp.down_proj,800.521
decode,10,model.layers.9.mlp,2701.82
decode,10,model.layers.9,7167.5
decode,10,model.layers.10.input_layernorm,145.313
decode,10,model.layers.10.self_attn.q_proj,393.75
decode,10,model.layers.10.self_attn.k_proj,296.093
decode,10,model.layers.10.self_attn.v_proj,258.906
decode,10,model.layers.10.self_attn.q_norm,126.041
decode,10,model.layers.10.self_attn.k_norm,127.032
decode,10,model.layers.10.self_attn.q_rope,133.646
decode,10,model.layers.10.self_attn.k_rope,178.542
decode,10,model.layers.10.self_attn.qk_matmul,369.844
decode,10,model.layers.10.self_attn.mask,127.812
decode,10,model.layers.10.self_attn.softmax,176.406
decode,10,model.layers.10.self_attn.av_matmul,396.406
decode,10,model.layers.10.self_attn.o_proj,398.802
decode,10,model.layers.10.self_attn,4175.16
decode,10,model.layers.10.post_attention_layernorm,141.458
decode,10,model.layers.10.mlp.gate_proj,910.104
decode,10,model.layers.10.mlp.act,142.552
decode,10,model.layers.10.mlp.up_proj,898.75
decode,10,model.layers.10.mlp.down_proj,823.906
decode,10,model.layers.10.mlp,2827.66
decode,10,model.layers.10,7462.14
decode,10,model.layers.11.input_layernorm,125.468
decode,10,model.layers.11.self_attn.q_proj,413.594
decode,10,model.layers.11.self_attn.k_proj,245.469
decode,10,model.layers.11.self_attn.v_proj,275.364
decode,10,model.layers.11.self_attn.q_norm,121.354
decode,10,model.layers.11.self_attn.k_norm,152.76
decode,10,model.layers.11.self_attn.q_rope,140.573
decode,10,model.layers.11.self_attn.k_rope,122.5
decode,10,model.layers.11.self_attn.qk_matmul,365.469
decode,10,model.layers.11.self_attn.mask,149.739
decode,10,model.layers.11.self_attn.softmax,186.25
decode,10,model.layers.11.self_attn.av_matmul,389.219
decode,10,model.layers.11.self_attn.o_proj,374.375
decode,10,model.layers.11.self_attn,4160.16
decode,10,model.layers.11.post_attention_layernorm,160.156
decode,10,model.layers.11.mlp.gate_proj,905.052
decode,10,model.layers.11.mlp.act,117.448
decode,10,model.layers.11.mlp.up_proj,883.125
decode,10,model.layers.11.mlp.down_proj,837.448
decode,10,model.layers.11.mlp,2772.66
decode,10,model.layers.11,7383.33
decode,10,model.layers.12.input_layernorm,187.812
decode,10,model.layers.12.self_attn.q_proj,388.125
decode,10,model.layers.12.self_attn.k_proj,295.521
decode,10,model.layers.12.self_attn.v_proj,269.01
decode,10,model.layers.12.self_attn.q_norm,162.656
decode,10,model.layers.12.self_attn.k_norm,139.844
decode,10,model.layers.12.self_attn.q_rope,172.969
decode,10,model.layers.12.self_attn.k_rope,165.365
decode,10,model.layers.12.self_attn.qk_matmul,370.625
decode,10,model.layers.12.self_attn.mask,131.77
decode,10,model.layers.12.self_attn.softmax,234.688
decode,10,model.layers.12.self_attn.av_matmul,454.687
decode,10,model.layers.12.self_attn.o_proj,405.833
decode,10,model.layers.12.self_attn,4315.31
decode,10,model.layers.12.post_attention_layernorm,159.687
decode,10,model.layers.12.mlp.gate_proj,883.646
decode,10,model.layers.12.mlp.act,159.531
decode,10,model.layers.12.mlp.up_proj,908.854
decode,10,model.layers.12.mlp.down_proj,856.927
decode,10,model.layers.12.mlp,2851.82
decode,10,model.layers.12,7652.08
decode,10,model.layers.13.input_layernorm,183.75
decode,10,model.layers.13.self_attn.q_proj,409.167
decode,10,model.layers.13.self_attn.k_proj,292.344
decode,10,model.layers.13.self_attn.v_proj,290.365
decode,10,model.layers.13.self_attn.q_norm,162.187
decode,10,model.layers.13.self_attn.k_norm,170.312
decode,10,model.layers.13.self_attn.q_rope,186.458
decode,10,model.layers.13.self_attn.k_rope,168.437
decode,10,model.layers.13.self_attn.qk_matmul,399.375
decode,10,model.layers.13.self_attn.mask,165.156
decode,10,model.layers.13.self_attn.softmax,186.667
decode,10,model.layers.13.self_attn.av_matmul,418.906
decode,10,model.layers.13.self_attn.o_proj,403.594
decode,10,model.layers.13.self_attn,4367.4
decode,10,model.layers.13.post_attention_layernorm,161.875
decode,10,model.layers.13.mlp.gate_proj,923.75
decode,10,model.layers.13.mlp.act,160.625
decode,10,model.layers.13.mlp.up_proj,929.636
decode,10,model.layers.13.mlp.down_proj,882.5
decode,10,model.layers.13.mlp,2933.75
decode,10,model.layers.13,7809.01
decode,10,model.layers.14.input_layernorm,153.438
decode,10,model.layers.14.self_attn.q_proj,425.885
decode,10,model.layers.14.self_attn.k_proj,292.968
decode,10,model.layers.14.self_attn.v_proj,321.719
decode,10,model.layers.14.self_attn.q_norm,147.76
decode,10,model.layers.14.self_attn.k_norm,171.667
decode,10,model.layers.14.self_attn.q_rope,179.791
decode,10,model.layers.14.self_attn.k_rope,151.406
decode,10,model.layers.14.self_attn.qk_matmul,372.917
decode,10,model.layers.14.self_attn.mask,149.063
decode,10,model.layers.14.self_attn.softmax,193.385
decode,10,model.layers.14.self_attn.av_matmul,459.531
decode,10,model.layers.14.self_attn.o_proj,438.281
decode,10,model.layers.14.self_attn,4477.81
decode,10,model.layers.14.post_attention_layernorm,177.239
decode,10,model.layers.14.mlp.gate_proj,939.896
decode,10,model.layers.14.mlp.act,215.625
decode,10,model.layers.14.mlp.up_proj,931.406
decode,10,model.layers.14.mlp.down_proj,915.834
decode,10,model.layers.14.mlp,3088.44
decode,10,model.layers.14,8165.52
decode,10,model.layers.15.input_layernorm,190.104
decode,10,model.layers.15.self_attn.q_proj,443.438
decode,10,model.layers.15.self_attn.k_proj,299.74
decode,10,model.layers.15.self_attn.v_proj,327.5
decode,10,model.layers.15.self_attn.q_norm,163.385
decode,10,model.layers.15.self_attn.k_norm,217.656
decode,10,model.layers.15.self_attn.q_rope,178.75
decode,10,model.layers.15.self_attn.k_rope,193.698
decode,10,model.layers.15.self_attn.qk_matmul,463.438
decode,10,model.layers.15.self_attn.mask,175.886
decode,10,model.layers.15.self_attn.softmax,227.5
decode,10,model.layers.15.self_attn.av_matmul,435.521
decode,10,model.layers.15.self_attn.o_proj,414.115
decode,10,model.layers.15.self_attn,5010.26
decode,10,model.layers.15.post_attention_layernorm,168.646
decode,10,model.layers.15.mlp.gate_proj,931.25
decode,10,model.layers.15.mlp.act,200
decode,10,model.layers.15.mlp.up_proj,977.656
decode,10,model.layers.15.mlp.down_proj,887.396
decode,10,model.layers.15.mlp,3038.28
decode,10,model.layers.15,8733.59
decode,10,model.layers.16.input_layernorm,153.907
decode,10,model.layers.16.self_attn.q_proj,447.5
decode,10,model.layers.16.self_attn.k_proj,342.031
decode,10,model.layers.16.self_attn.v_proj,293.386
decode,10,model.layers.16.self_attn.q_norm,208.281
decode,10,model.layers.16.self_attn.k_norm,157.187
decode,10,model.layers.16.self_attn.q_rope,195.937
decode,10,model.layers.16.self_attn.k_rope,201.25
decode,10,model.layers.16.self_attn.qk_matmul,384.583
decode,10,model.layers.16.self_attn.mask,176.823
decode,10,model.layers.16.self_attn.softmax,182.188
decode,10,model.layers.16.self_attn.av_matmul,428.073
decode,10,model.layers.16.self_attn.o_proj,423.75
decode,10,model.layers.16.self_attn,5034.38
decode,10,model.layers.16.post_attention_layernorm,205.937
decode,10,model.layers.16.mlp.gate_proj,935.209
decode,10,model.layers.16.mlp.act,158.75
decode,10,model.layers.16.mlp.up_proj,993.125
decode,10,model.layers.16.mlp.down_proj,901.406
decode,10,model.layers.16.mlp,3031.25
decode,10,model.layers.16,8704.38
decode,10,model.layers.17.input_layernorm,175.625
decode,10,model.layers.17.self_attn.q_proj,482.656
decode,10,model.layers.17.self_attn.k_proj,297.5
decode,10,model.layers.17.self_attn.v_proj,324.323
decode,10,model.layers.17.self_attn.q_norm,217.188
decode,10,model.layers.17.self_attn.k_norm,172.187
decode,10,model.layers.17.self_attn.q_rope,235.417
decode,10,model.layers.17.self_attn.k_rope,211.563
decode,10,model.layers.17.self_attn.qk_matmul,900.105
decode,10,model.layers.17.self_attn.mask,380.468
decode,10,model.layers.17.self_attn.softmax,200.208
decode,10,model.layers.17.self_attn.av_matmul,412.344
decode,10,model.layers.17.self_attn.o_proj,436.094
decode,10,model.layers.17.self_attn,5733.12
decode,10,model.layers.17.post_attention_layernorm,182.239
decode,10,model.layers.17.mlp.gate_proj,973.281
decode,10,model.layers.17.mlp.act,157.187
decode,10,model.layers.17.mlp.up_proj,954.219
decode,10,model.layers.17.mlp.down_proj,915.99
decode,10,model.layers.17.mlp,3043.7
decode,10,model.layers.17,9453.59
decode,10,model.layers.18.input_layernorm,178.75
decode,10,model.layers.18.self_attn.q_proj,474.062
decode,10,model.layers.18.self_attn.k_proj,465.312
decode,10,model.layers.18.self_attn.v_proj,330.938
decode,10,model.layers.18.self_attn.q_norm,100.052
decode,10,model.layers.18.self_attn.k_norm,201.094
decode,10,model.layers.18.self_attn.q_rope,201.406
decode,10,model.layers.18.self_attn.k_rope,214.375
decode,10,model.layers.18.self_attn.qk_matmul,434.74
decode,10,model.layers.18.self_attn.mask,198.281
decode,10,model.layers.18.self_attn.softmax,224.844
decode,10,model.layers.18.self_attn.av_matmul,450.105
decode,10,model.layers.18.self_attn.o_proj,441.719
decode,10,model.layers.18.self_attn,5374.69
decode,10,model.layers.18.post_attention_layernorm,186.093
decode,10,model.layers.18.mlp.gate_proj,977.968
decode,10,model.layers.18.mlp.act,180.313
decode,10,model.layers.18.mlp.up_proj,956.563
decode,10,model.layers.18.mlp.down_proj,972.916
decode,10,model.layers.18.mlp,3130.62
decode,10,model.layers.18,9065.47
decode,10,model.layers.19.input_layernorm,200.208
decode,10,model.layers.19.self_attn.q_proj,447.031
decode,10,model.layers.19.self_attn.k_proj,326.406
decode,10,model.layers.19.self_attn.v_proj,327.032
decode,10,model.layers.19.self_attn.q_norm,104.323
decode,10,model.layers.19.self_attn.k_norm,193.281
decode,10,model.layers.19.self_attn.q_rope,201.615
decode,10,model.layers.19.self_attn.k_rope,201.198
decode,10,model.layers.19.self_attn.qk_matmul,456.51
decode,10,model.layers.19.self_attn.mask,188.489
decode,10,model.layers.19.self_attn.softmax,188.125
decode,10,model.layers.19.self_attn.av_matmul,473.594
decode,10,model.layers.19.self_attn.o_proj,454.062
decode,10,model.layers.19.self_attn,5042.03
decode,10,model.layers.19.post_attention_layernorm,216.875
decode,10,model.layers.19.mlp.gate_proj,954.323
decode,10,model.layers.19.mlp.act,176.979
decode,10,model.layers.19.mlp.up_proj,951.25
decode,10,model.layers.19.mlp.down_proj,1032.19
decode,10,model.layers.19.mlp,3175.16
decode,10,model.layers.19,8817.34
decode,10,model.layers.20.input_layernorm,174.375
decode,10,model.layers.20.self_attn.q_proj,556.51
decode,10,model.layers.20.self_attn.k_proj,340.625
decode,10,model.layers.20.self_attn.v_proj,347.656
